datetime,service_rating,title,text,category_slug,category_name,product_slug
2025-08-18T12:04:46.000Z,5,Le régime fonctionne.,"Le régime fonctionne pour moi car j'ai perdu 2 kg pendant le mois de juin. Je suis très contente du contact que j'ai pu avoir jusqu'à présent avec les personnes qui s'occupent de ma commande et surtout de ma diététicienne qui est très compétente, très patiente et disponible. Ses conseils sont toujours pertinents car elle est vraiment à mon écoute.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-18T11:57:06.000Z,5,J’ai commencé cheef en mars et j’en…,J’ai commencé cheef en mars et j’en suis satisfaite 12kgs en moins et très bon conseil de la diététicienne Laura.,food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-18T11:42:22.000Z,5,Très bon professionnalisme de RIAHD,"Très bon professionnalisme de RIAHD, votre conseiller téléphonique, il est précis, très efficace, m’a très bien dirigé pour la souscription",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-18T11:14:57.000Z,5,Bon début satisfaite de cheef,"Je suis satisfaite perte de 2 kg en 15 jours, plats très bons et diététicienne sympa et a l écoute. Catherine 55 ans.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-18T11:11:23.000Z,5,Merci à Emilie pour son suivi !,Merci à Emilie pour son suivi !,food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-18T10:35:45.000Z,5,Le meilleur programme,Le programme est très complet. Les repas sont de qualité. Je n'ai pas  l'impression de faire un régime. Le suivi est top.,food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-18T08:18:14.000Z,5,Ma réussite ,Depuis que j’ai commencé j’ai de nouveau appris à manger et de me régaler que tu bonheur !! J’ai perdu 5 kilos en un mois !!! Je n’aurais jamais cru cela avec tout ce que je mange Mes échanges avec ma diététicienne Laura sont merveilleux elle est à mon écoute et elle me dirige très bien tout est formidable encore merci,food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-16T20:27:53.000Z,5,Super expérience ,La motivation c est ce que j ai avec cheff la diététicienne est super toujours des bons conseils je suis prête à  continuer pour perde du poids,food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-16T10:40:44.000Z,5,Objectif perte de poids ,"J'ai besoin de perdre 15kg, n'y arrivant pas seule, je me suis résolue  à me faire aider par Cheef. Aujourd'hui, après un mois, j'ai perdu 3,5 kg.... et je suis bien partie pour atteindre mon objectif. Une dieteticienne m'accompagne pour ce faire. Ces conseils sont précieux et elle répond à mes interrogations sur tous les aspects de cette aventure.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-15T17:50:26.000Z,4,Les repas sont très bon,"Les repas sont très bon, un très bon suivi par rapport à la diététicienne qui est très notre écoute",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-15T17:32:54.000Z,5,Faire confiance au régime cheef,"cette expérience m'a donner la force de déclencher la perte de poids que je souhaitais et bien suivi par le diététicien qui m'a conseiller, les plats était délicieux et je ne recenter aucune  fain après 2mois 10kg de moins je suis en fasse de stabilisation je recommande vivement cheef",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-15T16:07:11.000Z,4,Ce programme fonctionne bien,Ce programme fonctionne bien. Les plats sont généralement bons. Dommage qu’il y ait encore des additifs. L’accompagnement par une diététicienne est un vrai plus. Laura est de très bon conseil.,food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-15T13:32:53.000Z,5,ça marche !,Et oui ça marche ! En juillet j'ai terminé mon programme de 4 mois et j'ai perdu 10kg ! Il y a eu des hauts et des bas mais grâce aux conseils et au soutien de Charlotte et à la qualité du programme les résultats sont là ! Je repars pour 4 mois de programme car l'efficacité et la simplicité font que je continue avec plaisir pour atteindre l'objectif d'une nouvelle perte de 10 kg en 4 mois que je sais à présent complètement réalisable.,food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-14T21:20:12.000Z,4,Repas bons et copieux ,Les repas sont très bons et variés  ainsi que copieux Pas de sensation de faim Aucun soucis de livraison des colis et de leurs contenus Le suivi de la dietetienne Lanaelle  est très bien et professionnel Un conseil suivi très le programme pour maigrir facilement Donc écarts à éviter,food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-14T18:42:52.000Z,5,Apres deux semaines de programme,"Apres deux semaines de programme, 5 repas par semaines, déjà 5 kilos de perdus sans aucun changements de mon activité physique (vacance oblige). Un suivi avec Laura la diététicienne aide beaucoup a répondre au petites interrogations que l'on se pose au début. la possibilité de rajouter des petits extras au repas si jamais les portions nous paraisse trop petite est un gros plus, grâce aussi a Laura.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-14T18:26:57.000Z,5,BEAU ET BON PROGRAMME,"CHEEF est sérieux plats bien cuisinés livraison sérieuse et respectée. Perte de poids sans sensation de faim. RDV avec la nutritionniste Emilie : accueil bienveillant , bons conseils très agréable à l'écoute.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-18T10:18:29.000Z,5,service client proactif,J'ai été contacté par téléphone le lendemain de ma commande pour m'avertir que celle-ci serait incomplète et me proposer un remboursement. J'ai reçu ma commande et mon remboursement en 4 jours.,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-18T10:15:10.000Z,5,bon suivi de la commande,bon suivi de la commande. Produits de qualité. Merci.,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-17T15:26:41.000Z,5,Pour le moment je suis toujours satisfaite de mes commandes Vert Tiges. Le thé est de qualité et les tisanes également. J'en commande régulièrement.,Pour le moment je suis toujours satisfaite de,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-16T18:36:27.000Z,5,Livraison rapide,Livraison rapide. Produit correspondant à la description. Top!👍,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-16T12:57:23.000Z,5,Très contente des produits reçus,Très contente des produits reçus,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-15T11:03:16.000Z,5,Thes excellents  livraison  rapide,Thes excellents  livraison  rapide,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-13T18:51:35.000Z,4,Très belle découverte de thés ,Très bons thés et très bon rapport qualité prix/prix! Je recommande !,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-13T16:29:53.000Z,4,Pas souvent de stock suffisant pour une…,Pas souvent de stock suffisant pour une grosse commande,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-13T12:25:47.000Z,5,Qualité constante rapport qualité prix ok,Entreprise réactive produit bien emballé RAS,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-13T07:35:50.000Z,5,Rapidité d’envoi,Rapidité d’envoi. Livraison conforme à la commande,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-11T20:00:10.000Z,5,qualite tres reguliere,"le cafe Titus du Ruwanda est parfumé ,sans acidité;je le préfère aux cafes ethio piens",food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-11T17:08:03.000Z,5,Des années de confiance,"Ça fait des années que je commande mon thé chez Vert Tiges. Jamais de souci avec la livraison. C'est une petite boutique, il vaut mieux aller chez eux que dans les grosses usines sur Internet...",food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-09T19:27:11.000Z,5,Site agréable ,"On trouve facilement ce que l'on veut sur site ,clair , précis",food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-09T19:15:26.000Z,5,Très contente de cette préparation de…,Très contente de cette préparation de thé il est exclu,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-08T20:01:59.000Z,5,Toujours de bons produits à ma…,"Toujours de bons produits à ma convenance, site à recommander.",food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-07T23:18:22.000Z,5,J’en prends depuis plus de 8 mois …,J’en prends depuis plus de 8 mois suite à un cadeau 🎁 que l’on m’a fait. Depuis je n’achète que chez Vert Tiges. Je change souvent de goût mais certains ont m’a préférence 😁. Très bon produits. Merci ☺️,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-07T16:41:41.000Z,5,Bons produits,"Bons produits, livraison rapide et avantages intéressants",food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-06T22:03:19.000Z,5,Très bonne tenue,"Très bonne tenue, odeur très agréable. Je recommande.",food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-03T14:02:34.000Z,5,Très satisfaite ,"Envoi rapide et efficace,  qualité excellente du produit,  à conseiller sans réserve.",food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-02T11:30:22.000Z,4,Site de confiance,"Du choix, de la qualité, commande facile et livraison rapide. Excellent service client. J'ai enlevé 1 étoile car depuis quelque temps je ne peux plus utiliser Paypal sur ce site, il y a un blocage et c'est bien dommage.",food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-08-14T13:04:28.000Z,5,Ma commande est toujours parfaitement…,"Ma commande est toujours parfaitement honorée. Livraison à l'heure, livreur efficace et très gentil. Rien à dire...si... merci 🙂",food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-13T22:06:28.000Z,5,Super concept et service parfait,,food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-13T21:51:53.000Z,5,non véhiculée heureuse,"En premier lieu je suis une ""non véhiculée heureuse"" de plus j'aime certains produits que je trouve plus souvent chez Le Fourgon et apprecie l'efficacité, ponctualité et courtoisie lors des livraisons. Merci au Fourgon!",food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-13T20:40:05.000Z,5,Je suis toujours avertie de l'heure…,Je suis toujours avertie de l'heure exacte et les produits correspondent à mes attentes,food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-13T19:31:29.000Z,5,Je recommande ,Toujours satisfaite des produits . De la livraison .. je recommande,food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-13T19:03:24.000Z,5,Une livraison toujours au top,Une livraison toujours au top. Des livreurs polis et sympas,food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-13T18:12:09.000Z,5,Livreurs toujours fiables et…,Livreurs toujours fiables et sympathiques.,food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-13T14:59:29.000Z,5,Livreur très agréable,"Livreur très agréable, horaire respecté",food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-13T14:34:58.000Z,5,1 ère commande validée Je viens d être livrée … le livreur a…,"Je viens d être livrée … le livreur a été très ponctuel , très serviable et  a pris le temps de tout m expliquer ! Franchement je suis ravie !!! Et félicitations au livreur pour sa gentillesse et sa compétence !",food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-12T22:19:52.000Z,5,Livraison rapide et à l'heure,Livraison rapide et à l'heure. Livreur très agréable et gentil. Merci.,food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-12T21:24:59.000Z,5,Très bien comme d'habitude ,Les livreurs toujours sympathique et serviable,food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-12T20:12:18.000Z,5,Les livreurs sont vraiment sympas,"Les livreurs sont vraiment sympas, les produits de qualité et le système de consigne ultra facile, merci !",food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-13T10:06:16.000Z,5,Livraison à date et heure prévues,Livraison effectuée à date et heure prévues. Le livreur était souriant courtois poli et il a répondu à toutes mes interrogations. Je recommande vivement ce site.,food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-11T20:13:11.000Z,5,"Le fourgon, on continue !",Les produits sont toujours conformes et de qualité La livraison est très bien organisée et precise. Les personnes sont toujours agréables et serviables. Bravo !,food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-11T15:51:37.000Z,5,Le service est rapide est facile de…,"Le service est rapide est facile de commander et les prix sont raisonnables, et ont s implique pour la planète moin de déchet",food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-11T14:01:54.000Z,5,Entreprise très sérieuse et serviable,Entreprise très sérieuse et serviable,food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-11T12:53:55.000Z,5,Parfait comme d'habitude.,"Parfait comme d'habitude. Bonne communication, disponibilité du livreur.",food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-11T12:42:48.000Z,5,C'est toujours un plaisir,"C'est toujours un plaisir, les livreuses/livreurs sont toujours agréables et polis avec toujours un petit mot sympa. Bravo à vous.",food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-09T14:15:00.000Z,5,Toujours satisfaite de ma livraison du…,Toujours satisfaite de ma livraison du fourgon. La commande se fait très facilement avec l’application. Les plages horaires sont variées. un SMS vous sera envoyé avant l’arrivée à votre domicile. Il n’y a jamais d’erreur dans ma commande. Je trouve ce service sérieux efficace qui me facilite la vie avec en prime la gentillesse Des livreurs.,food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-09T14:10:47.000Z,5,Comme toujours c'est parfait.,Comme toujours c'est parfait. Livreur très aimable et serviable.,food_beverages_tobacco,"Aliments, boissons & tabac",lefourgon.com
2025-08-14T18:10:34.000Z,5,Sylvie H.,Je suis très satisfaite de mon programme minceur.J ´ai perdu 6 kg en 6 semaine j’ai bien suivi les consignes de Rachel ma diététicienne. Je suis super contente .Les repas traiteur sont délicieux et sa change toutes les semaines .Je vous recommande Cheef merci !!!,food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-14T17:43:34.000Z,5,Régime efficace et non contraignant,"Régime efficace, non contraignant, bien accompagné par les diététicienne (Eva pour ma part). J'ai perdu 15kg depuis mi janvier avec des vacances et j'espère encore en perdre 10 d'ici la fin de l'année. Ca fait des années qu'aucun régime n'est efficace. J'ai enfin trouvé le bon!",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-14T15:56:35.000Z,5,Programme suivi depuis 15 jours j'ai…,Programme suivi depuis 15 jours j'ai déjà perdu 3 kg. Merci à Mathilde pour ses excellents conseils.,food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-14T15:08:39.000Z,5,Très satisfaite ,"Le site est bien fait, j'ai juste eu du mal à trouver pour programmer ma livraison.. Mais le conseiller que j'ai eu était super et m'a bien accompagner et répondu à ttes mes questions.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-14T14:12:21.000Z,5,Au début j'étais un peu septique mais…,"Au début j'étais un peu septique mais franchement aujourd'hui je suis absolument satisfaite. En 3 semaine j'ai perdu presque 2 kg sans privation. Les repas sont copieux et très bons et je n'ai pas souffert de la faim. J'ai été parfaitement suivie par Margot, qui est une personne très sympathique et très compétente et qui m'a donné de très bons conseils pour ma stabilisation.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-14T12:35:46.000Z,5,Perte de 11 kgs en 3 mois avec facilité…,"Perte de 11 kgs en 3 mois avec facilité sans contraintes, l’esprit libre en sachant ce que l’on doit manger dans une journée, les plats sont bons, le suivi par la diététicienne Sophie est très professionnel, personne sympathique et encourageante. Je recommande véritablement Cheff.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-14T12:29:08.000Z,4,Les plats sont bons ,Les plats sont bons La nutritionniste Laura est très agréable elle me donne de bon conseils Je suis à un mois et demi j ai perdue3kg 300,food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-14T12:14:12.000Z,5,Cette expérience de quatre mois avec le…,"Cette expérience de quatre mois avec le programme Cheef minceur m’a permis d’être accompagné et très bien guidé afin d’obtenir un objectif de perte de poids devenu nécessaire pour ma santé et mon équilibre. J’ai ainsi perdu 14 kgs et demi tout en prenant toujours du plaisir à manger et sans jamais ressentir de forte contrainte ou un sentiment de frustration. Je suis très satisfait et suis actuellement dans une phase de stabilisation afin de maintenir mon nouveau poids. Pour cela, je peux compter sur l’appui et les conseils de ma diététicienne avec qui je fais un point régulier au téléphone.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-14T10:22:22.000Z,5,Cela fait maintenant presque 3 mois,"Cela fait maintenant presque 3 mois que j'ai commencé le programme et j'ai perdu 9 kg. Le fait que les repas soit préparés et bons est vraiment un atout pour moi car étant assistante maternelle je ne me voyais pas préparer les repas des enfants et un différent pour moi, je savais que je je ne tiendrai pas dans la durée... Du coup ça me fait une charge en moins. De plus l'accompagnement de Rachelle, la diététicienne est un plus, c'est un peu un garde fou pour moi, mais un garde fou avec de bons conseils....",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-13T18:43:17.000Z,5,Réactivité et écoute.,,food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-13T17:18:27.000Z,5,Premier appel aujourd’hui pour lancer…,"Premier appel aujourd’hui pour lancer mon régime, et ça commence bien ! Florent est charmant et à l’écoute. Il m’a mis en confiance dès les premières minutes. Merci pour cet échange positif.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-13T16:30:58.000Z,5,Des explications claires,"Des explications claires, détaillées, pas d'impatience de la part du conseiller qui prend son temps pour vous répondre.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-13T15:50:17.000Z,5,Moins de 10 kg en 2 mois!,"Moins de 10 kg en 2 mois! Je suis ravie, j'ai fait ce régime en mangeant de bons petits plats préparés très variés, sans sensation de faim au bout de quelques heures. Les goûters et petits gâteaux sont délicieux. Ma diététicienne Eva m'a donné de bons conseils et aidé à atteindre mes objectifs sans contrainte, je l'en remercie.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-13T12:34:42.000Z,5,Bon conseil,"Bon conseil, bonne équipe, bon régime",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-13T12:31:24.000Z,3,le système des plats tout prêts est…,"le système des plats tout prêts est vraiment bien , de mon côté le goūt des plats ne me convenais pas, trop de goût aux poivrons et trop épicés cela me provoquais des aigreurs d'estomac. j'ai donc résilié mon abonnement avec les 14 jours comme prévu. attention car le retour des plats non utilisés sont a votre charge mais j'ai eu un geste commercila et j'ai reçu après diffèrentes discussions un bon retour.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-13T12:11:36.000Z,5,Excellente ,Les plats sont très bon J aurai jamais imaginé manger des produits que je n aimais pas au par avant,food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-13T10:12:52.000Z,5,Le programme est complet ,"Le programme est complet : repas, suivi diététique et séances de sports. Les repas sont variés et bons, je ne ressens donc pas de frustration à ne pas manger comme les autres membres de la famille. Les 1ers résultats arrivent rapidement, ce qui est motivant pour mettre en place de bons réflexes, et l'écoute et les conseils de ma diététicienne Elise sont essentiels pour avancer en toute sérénité. Je suis très satisfaite d'avoir sauté le pas pour prendre soin de moi, et suis persuadée d'avoir opté pour le bon accompagnement.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-13T03:24:31.000Z,5,Efficacité sans avoir faim,"J'ai commencé mon programme le 22 avril et a ce jour j'ai perdu 7,3 kgs...malheureusement pour des raisons de santé j'ai dû interrompre mon dernier colis et je remercie Cheef pour son geste commercial. Un grand merci pour votre sérieux et votre professionnalisme.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-12T21:30:38.000Z,5,Excellente ,"Dylan est très sympathique, professionnel,  à l écoute, de bons conseils.",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-08-12T19:32:38.000Z,5,👍👍👍👍,"Après avoir fait et essayé plusieurs ""régimes"" et avoir fait le yoyo quasiment toute ma vie d'adulte, j'ai trouvé dans Cheef un super programme où j'ai pu manger de tout, sans me sentir au regime. Les plats standards sont vraiment excellents et les petites collations de l'après-midi un vrai régal sucré pour les papilles, qui permettent de tenir et d'éviter les envies de grignotage. Un grand merci à ma diététicienne Lanaëlle qui m'a accompagnée durant ces sept derniers mois, dont les conseils et les encouragements m'ont toujours été très précieux",food_beverages_tobacco,"Aliments, boissons & tabac",cheef.fr
2025-07-31T14:51:40.000Z,5,Vaste choix de thés et d'infusions de qualité ,Des produits de qualité et un vaste choix qui comblent les goûts et envies de chacun. Je les recommande à tous les amateurs de thés et d'infusions. Je suis devenue une cliente fidèle.,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-07-31T13:53:14.000Z,5,le bon goût,"produits de qualité, livraison assurée et rapide",food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-07-31T09:39:00.000Z,5,J apprécie votre thé depuis pas très…,"J apprécie votre thé depuis pas très longtemps et je recommande ai eu juste un petit problème entre les dosettes et les sachets  erreur de ma part,mais toujours des goûts raffinés et agréables .",food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-07-30T21:37:48.000Z,5,Très bon produit et livraison rapide,,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-07-30T13:22:42.000Z,4,Manque les 5 échantillons promis,,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-07-29T08:49:11.000Z,5,Le thé est tout simplement délicieux!,Le thé est tout simplement délicieux! Envoi rapide et soigné je recommande!,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-07-28T16:50:29.000Z,5,Infusettes,"Les infusions sont de très bonne qualité, douces et naturelles",food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-07-27T09:17:42.000Z,5,Toujours très satisfaite de mes achats,,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-07-25T18:41:42.000Z,5,Date de livraison respectée et colis…,Date de livraison respectée et colis conforme à la commande,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-07-25T09:33:01.000Z,5,Visite agréable sur ce site ,"Le site est fluide et simple d'utilisation, le choix est vaste et les produits bien présentés",food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
2025-07-25T09:30:54.000Z,5,Très bien,Très bien. Et ne changez rien,food_beverages_tobacco,"Aliments, boissons & tabac",vert-tiges.com
